stage_name,stage_date,stage_length,stage_GC_rank,stage_GC_rider,stage_GC_time,stage_GC_team
Stage 1 (ITT) | Fossacesia Marina - Ortona,06/05,(19.6k),1,EVENEPOEL Remco ,0:21:18,Soudal - Quick Step
Stage 6 | Napoli - Napoli,11/05,(162k),166,DEKKER David,1:03:51,Team Arkéa Samsic
Stage 6 | Napoli - Napoli,11/05,(162k),167,HOOLE Daan,1:06:09,Trek - Segafredo
Stage 6 | Napoli - Napoli,11/05,(162k),168,VERGAERDE Otto,1:06:35,Trek - Segafredo
Stage 6 | Napoli - Napoli,11/05,(162k),169,TUSVELD Martijn,1:08:33,Team DSM
Stage 6 | Napoli - Napoli,11/05,(162k),170,STOJNIĆ Veljko,1:09:14,Team Corratec - Selle Italia
Stage 6 | Napoli - Napoli,11/05,(162k),171,GANDIN Stefano,1:10:25,Team Corratec - Selle Italia
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),1,LEKNESSUND Andreas,29:02:38,Team DSM
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),2,EVENEPOEL Remco,0:28,Soudal - Quick Step
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),3,PARET-PEINTRE Aurélien,0:30,AG2R Citroën Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),4,ALMEIDA João,1:00,UAE Team Emirates
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),5,ROGLIČ Primož,1:12,Jumbo-Visma
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),6,THOMAS Geraint,1:26,INEOS Grenadiers
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),7,VLASOV Aleksandr,",,",BORA - hansgrohe
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),8,GEOGHEGAN HART Tao,1:30,INEOS Grenadiers
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),9,KÄMNA Lennard,1:54,BORA - hansgrohe
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),10,CARUSO Damiano,1:59,Bahrain - Victorious
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),11,DUNBAR Eddie,2:15,Team Jayco AlUla
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),12,SIVAKOV Pavel,2:23,INEOS Grenadiers
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),13,HAIG Jack,2:26,Bahrain - Victorious
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),14,DE PLUS Laurens,2:32,INEOS Grenadiers
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),15,PINOT Thibaut,2:33,Groupama - FDJ
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),16,ARENSMAN Thymen,",,",INEOS Grenadiers
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),17,CARTHY Hugh,2:46,EF Education-EasyPost
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),18,VINE Jay,2:47,UAE Team Emirates
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),19,BUITRAGO Santiago,2:52,Bahrain - Victorious
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),20,POZZOVIVO Domenico,3:01,Israel - Premier Tech
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),21,BARTA Will,3:18,Movistar Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),22,RUBIO Einer Augusto,3:35,Movistar Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),23,URÁN Rigoberto,3:58,EF Education-EasyPost
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),24,PETILLI Simone,4:49,Intermarché - Circus - Wanty
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),25,KONRAD Patrick,5:04,BORA - hansgrohe
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),26,FORTUNATO Lorenzo,5:27,EOLO-Kometa
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),27,VELASCO Simone,5:59,Astana Qazaqstan Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),28,CEPEDA Jefferson Alexander,6:27,EF Education-EasyPost
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),29,BARGUIL Warren,6:39,Team Arkéa Samsic
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),30,VAN WILDER Ilan,6:47,Soudal - Quick Step
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),31,HUYS Laurens,6:57,Intermarché - Circus - Wanty
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),32,COVILI Luca,7:48,Green Project-Bardiani CSF-Faizanè
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),33,VERVAEKE Louis,8:21,Soudal - Quick Step
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),34,LASTRA Jonathan,8:52,Cofidis
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),35,SÁNCHEZ Luis León,9:22,Astana Qazaqstan Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),36,HESSMANN Michel,9:50,Jumbo-Visma
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),37,BOUWMAN Koen,9:52,Jumbo-Visma
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),38,SKUJIŅŠ Toms,10:26,Trek - Segafredo
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),39,VAN DEN BERG Lars,10:54,Groupama - FDJ
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),40,KUSS Sepp,11:48,Jumbo-Visma
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),41,KÜNG Stefan,12:06,Groupama - FDJ
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),42,FORMOLO Davide,",,",UAE Team Emirates
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),43,MCNULTY Brandon,13:12,UAE Team Emirates
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),44,TONELLI Alessandro,13:45,Green Project-Bardiani CSF-Faizanè
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),45,ZANA Filippo,13:48,Team Jayco AlUla
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),46,ARMIRAIL Bruno,15:04,Groupama - FDJ
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),47,CATTANEO Mattia,15:06,Soudal - Quick Step
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),48,OOMEN Sam,16:19,Jumbo-Visma
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),49,PARET-PEINTRE Valentin,17:03,AG2R Citroën Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),50,FRIGO Marco,17:16,Israel - Premier Tech
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),51,ULISSI Diego,17:21,UAE Team Emirates
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),52,PRODHOMME Nicolas,17:49,AG2R Citroën Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),53,ZAMBANINI Edoardo,17:50,Bahrain - Victorious
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),54,PALZER Anton,18:08,BORA - hansgrohe
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),55,OLDANI Stefano,18:50,Alpecin-Deceuninck
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),56,JUNGELS Bob,20:19,BORA - hansgrohe
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),57,VANHOUCKE Harm,20:40,Team DSM
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),58,DOMBROWSKI Joe,20:52,Astana Qazaqstan Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),59,DENZ Nico,23:04,BORA - hansgrohe
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),60,HIRT Jan,23:09,Soudal - Quick Step
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),61,SCOTSON Callum,23:25,Team Jayco AlUla
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),62,CORT Magnus,23:38,EF Education-EasyPost
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),63,ALBANESE Vincenzo,23:43,EOLO-Kometa
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),64,BAIS Mattia,26:09,EOLO-Kometa
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),65,PRONSKIY Vadim,26:23,Astana Qazaqstan Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),66,TAARAMÄE Rein,26:38,Intermarché - Circus - Wanty
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),67,ROTA Lorenzo,27:12,Intermarché - Circus - Wanty
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),68,GEE Derek,28:08,Israel - Premier Tech
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),69,BAIS Davide,28:34,EOLO-Kometa
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),70,PASQUALON Andrea,29:02,Bahrain - Victorious
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),71,MOLLEMA Bauke,29:33,Trek - Segafredo
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),72,HEALY Ben,30:12,EF Education-EasyPost
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),73,WÜRTZ SCHMIDT Mads,30:22,Israel - Premier Tech
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),74,GIBBONS Ryan,31:05,UAE Team Emirates
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),75,DE MARCHI Alessandro,32:25,Team Jayco AlUla
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),76,SWIFT Ben,32:39,INEOS Grenadiers
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),77,SCARONI Christian,32:47,Astana Qazaqstan Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),78,GABBURO Davide,33:47,Green Project-Bardiani CSF-Faizanè
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),79,PUCCIO Salvatore,34:31,INEOS Grenadiers
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),80,RIES Michel,34:56,Team Arkéa Samsic
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),81,BERWICK Sebastian,36:51,Israel - Premier Tech
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),82,BIDARD François,37:37,Cofidis
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),83,MATTHEWS Michael,37:55,Team Jayco AlUla
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),84,GHEBREIGZABHIER Amanuel,38:10,Trek - Segafredo
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),85,VERRE Alessandro,38:47,Team Arkéa Samsic
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),86,WARBASSE Larry,38:53,AG2R Citroën Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),87,BETTIOL Alberto,38:59,EF Education-EasyPost
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),88,RICCITELLO Matthew,39:11,Israel - Premier Tech
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),89,DENNIS Rohan,39:53,Jumbo-Visma
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),90,STEWART Jake,40:10,Groupama - FDJ
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),91,SÜTTERLIN Jasha,41:14,Bahrain - Victorious
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),92,VACEK Karel,41:32,Team Corratec - Selle Italia
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),93,TESFATSION Natnael,42:27,Trek - Segafredo
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),94,VERONA Carlos,42:41,Movistar Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),95,CAICEDO Jonathan Klever,43:40,EF Education-EasyPost
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),96,TOUMIRE Hugo,44:04,Cofidis
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),97,PÖSTLBERGER Lukas,44:29,Team Jayco AlUla
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),98,GROVES Kaden,45:32,Alpecin-Deceuninck
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),99,CHEREL Mikaël,45:56,AG2R Citroën Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),100,SERRY Pieter,46:06,Soudal - Quick Step
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),101,GAVAZZI Francesco,47:53,EOLO-Kometa
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),102,BOUET Maxime,",,",Team Arkéa Samsic
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),103,GUERNALEC Thibault,48:42,Team Arkéa Samsic
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),104,MOLARD Rudy,48:53,Groupama - FDJ
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),105,BYSTRØM Sven Erik,49:00,Intermarché - Circus - Wanty
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),106,PEDERSEN Mads,49:07,Trek - Segafredo
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),107,ACKERMANN Pascal,50:35,UAE Team Emirates
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),108,STORK Florian,51:50,Team DSM
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),109,MAYRHOFER Marius,52:34,Team DSM
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),110,REX Laurenz,53:10,Intermarché - Circus - Wanty
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),111,LEYSEN Senne,53:14,Alpecin-Deceuninck
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),112,ROJAS José Joaquín,53:15,Movistar Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),113,CHAMPION Thomas,53:50,Cofidis
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),114,GANNA Filippo,53:58,INEOS Grenadiers
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),115,RODRÍGUEZ Óscar,54:12,Movistar Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),116,MAESTRI Mirco,54:49,EOLO-Kometa
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),117,SEVILLA Diego Pablo,55:14,EOLO-Kometa
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),118,COVI Alessandro,57:18,UAE Team Emirates
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),119,BENEDETTI Cesare,59:18,BORA - hansgrohe
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),120,MARCELLUSI Martin,1:01:17,Green Project-Bardiani CSF-Faizanè
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),121,GLOAG Thomas,1:01:48,Jumbo-Visma
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),122,HEPBURN Michael,1:01:59,Team Jayco AlUla
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),123,BATTISTELLA Samuele,1:02:55,Astana Qazaqstan Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),124,MILAN Jonathan,1:03:01,Bahrain - Victorious
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),125,SBARAGLI Kristian,1:03:19,Alpecin-Deceuninck
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),126,FETTER Erik,1:03:37,EOLO-Kometa
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),127,CLARKE Simon,1:04:07,Israel - Premier Tech
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),128,VENDRAME Andrea,1:04:10,AG2R Citroën Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),129,RIESEBEEK Oscar,1:06:04,Alpecin-Deceuninck
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),130,MULUBRHAN Henok,1:06:47,Green Project-Bardiani CSF-Faizanè
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),131,AFFINI Edoardo,1:07:14,Jumbo-Visma
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),132,KIRSCH Alex,1:07:18,Trek - Segafredo
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),133,DE BOD Stefan,1:08:22,EF Education-EasyPost
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),134,TORRES Albert,1:09:43,Movistar Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),135,CONSONNI Simone,1:09:50,Cofidis
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),136,BAUDIN Alex,1:10:11,AG2R Citroën Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),137,DAINESE Alberto,1:12:02,Team DSM
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),138,WILLIAMS Stephen,1:12:30,Israel - Premier Tech
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),139,GAVIRIA Fernando,1:15:24,Movistar Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),140,MÄRKL Niklas,1:16:06,Team DSM
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),141,KANTER Max,",,",Movistar Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),142,STEWART Campbell,1:16:27,Team Jayco AlUla
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),143,ČERNÝ Josef,1:16:34,Soudal - Quick Step
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),144,BONIFAZIO Niccolò,1:16:46,Intermarché - Circus - Wanty
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),145,DELETTRE Alexandre,1:18:14,Cofidis
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),146,ZOCCARATO Samuele,1:18:29,Green Project-Bardiani CSF-Faizanè
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),147,QUARTERMAN Charlie,1:19:04,Team Corratec - Selle Italia
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),148,MAGLI Filippo,1:20:16,Green Project-Bardiani CSF-Faizanè
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),149,BALLERINI Davide,1:20:22,Soudal - Quick Step
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),150,KONYCHEV Alexander,1:20:46,Team Corratec - Selle Italia
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),151,RIOU Alan,1:23:11,Team Arkéa Samsic
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),152,MARIT Arne,1:23:26,Intermarché - Circus - Wanty
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),153,LIENHARD Fabian,1:23:32,Groupama - FDJ
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),154,KRIEGER Alexander,1:23:44,Alpecin-Deceuninck
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),155,KONOVALOVAS Ignatas,1:23:56,Groupama - FDJ
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),156,VERGAERDE Otto,1:26:56,Trek - Segafredo
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),157,MOSCON Gianni,1:27:33,Astana Qazaqstan Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),158,ARASHIRO Yukiya,1:28:19,Bahrain - Victorious
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),159,HVIDEBERG Jonas Iversby,1:28:30,Team DSM
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),160,FIORELLI Filippo,1:28:31,Green Project-Bardiani CSF-Faizanè
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),161,CAVENDISH Mark,1:28:34,Astana Qazaqstan Team
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),162,CIMOLAI Davide,1:28:49,Cofidis
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),163,DALLA VALLE Nicolas,1:29:59,Team Corratec - Selle Italia
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),164,IACCHI Alessandro,1:30:12,Team Corratec - Selle Italia
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),165,DEKKER David,1:31:00,Team Arkéa Samsic
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),166,TUSVELD Martijn,1:31:21,Team DSM
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),167,HOOLE Daan,1:33:04,Trek - Segafredo
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),168,STOJNIĆ Veljko,1:36:09,Team Corratec - Selle Italia
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),169,GANDIN Stefano,1:37:20,Team Corratec - Selle Italia
Stage 8 | Terni - Fossombrone,13/05,(207k),1,LEKNESSUND Andreas,33:52:10,Team DSM
Stage 8 | Terni - Fossombrone,13/05,(207k),2,EVENEPOEL Remco,0:08,Soudal - Quick Step
Stage 8 | Terni - Fossombrone,13/05,(207k),3,ROGLIČ Primož,0:38,Jumbo-Visma
Stage 8 | Terni - Fossombrone,13/05,(207k),4,ALMEIDA João,0:40,UAE Team Emirates
Stage 8 | Terni - Fossombrone,13/05,(207k),5,THOMAS Geraint,0:52,INEOS Grenadiers
Stage 8 | Terni - Fossombrone,13/05,(207k),6,GEOGHEGAN HART Tao,0:56,INEOS Grenadiers
Stage 8 | Terni - Fossombrone,13/05,(207k),7,PARET-PEINTRE Aurélien,0:58,AG2R Citroën Team
Stage 8 | Terni - Fossombrone,13/05,(207k),8,VLASOV Aleksandr,1:26,BORA - hansgrohe
Stage 8 | Terni - Fossombrone,13/05,(207k),9,CARUSO Damiano,1:39,Bahrain - Victorious
Stage 8 | Terni - Fossombrone,13/05,(207k),10,KÄMNA Lennard,1:54,BORA - hansgrohe
Stage 8 | Terni - Fossombrone,13/05,(207k),11,DUNBAR Eddie,1:55,Team Jayco AlUla
Stage 8 | Terni - Fossombrone,13/05,(207k),12,SIVAKOV Pavel,2:03,INEOS Grenadiers
Stage 8 | Terni - Fossombrone,13/05,(207k),13,HAIG Jack,2:06,Bahrain - Victorious
Stage 8 | Terni - Fossombrone,13/05,(207k),14,VINE Jay,2:27,UAE Team Emirates
Stage 8 | Terni - Fossombrone,13/05,(207k),15,DE PLUS Laurens,2:32,INEOS Grenadiers
Stage 8 | Terni - Fossombrone,13/05,(207k),16,CARTHY Hugh,2:36,EF Education-EasyPost
Stage 8 | Terni - Fossombrone,13/05,(207k),17,BUITRAGO Santiago,2:52,Bahrain - Victorious
Stage 8 | Terni - Fossombrone,13/05,(207k),18,PINOT Thibaut,3:01,Groupama - FDJ
Stage 8 | Terni - Fossombrone,13/05,(207k),19,ARENSMAN Thymen,",,",INEOS Grenadiers
Stage 8 | Terni - Fossombrone,13/05,(207k),20,BARGUIL Warren,3:20,Team Arkéa Samsic
Stage 8 | Terni - Fossombrone,13/05,(207k),21,POZZOVIVO Domenico,3:29,Israel - Premier Tech
Stage 8 | Terni - Fossombrone,13/05,(207k),22,BARTA Will,4:12,Movistar Team
Stage 8 | Terni - Fossombrone,13/05,(207k),23,URÁN Rigoberto,4:26,EF Education-EasyPost
Stage 8 | Terni - Fossombrone,13/05,(207k),24,RUBIO Einer Augusto,4:29,Movistar Team
Stage 8 | Terni - Fossombrone,13/05,(207k),25,FORTUNATO Lorenzo,5:55,EOLO-Kometa
Stage 8 | Terni - Fossombrone,13/05,(207k),26,KONRAD Patrick,6:04,BORA - hansgrohe
Stage 8 | Terni - Fossombrone,13/05,(207k),27,VELASCO Simone,6:59,Astana Qazaqstan Team
Stage 8 | Terni - Fossombrone,13/05,(207k),28,CEPEDA Jefferson Alexander,9:07,EF Education-EasyPost
Stage 8 | Terni - Fossombrone,13/05,(207k),29,VAN WILDER Ilan,9:08,Soudal - Quick Step
Stage 8 | Terni - Fossombrone,13/05,(207k),30,SKUJIŅŠ Toms,9:09,Trek - Segafredo
Stage 8 | Terni - Fossombrone,13/05,(207k),31,LASTRA Jonathan,9:52,Cofidis
Stage 8 | Terni - Fossombrone,13/05,(207k),32,SÁNCHEZ Luis León,10:22,Astana Qazaqstan Team
Stage 8 | Terni - Fossombrone,13/05,(207k),33,ZANA Filippo,10:25,Team Jayco AlUla
